,Issue,title,paragraph,GPT_finetuned_five,GPT_finetuned_five_smiles,GPT_finetuned_five_skeleton,GPT_finetuned_five_rxn
10,['many_product (> 1)'],"N-(1S, 2R)-{1-(3,5-Difluoro-benzyl)-2-hydroxy-2-[(5R,2R)-5-pentyloxy-piperidin-2-yl]-ethyl}-acetamide hydrochloride","Stir N-(1S,2R)-{1-(3,5-Difluoro-benzyl)-2-hydroxy-2-[(5R,2R)-5-pent-4-enyloxy-piperdin-2-yl]-ethyl}-acetamide hydrochloride (0.02 g, 0.04 mmol) and 10% Palladium on carbon (0.004 g, 0.004 mmol) in 2 mL methanol under a balloon of hydrogen at room temperature until all starting material is consumed. Filter the suspension through a pad of filtering agent and wash with methanol. Concentrate under reduced pressure to give the desired compound (0.015 g, 88%).","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""N-(1S,2R)-{1-(3,5-Difluoro-benzyl)-2-hydroxy-2-[(5R,2R)-5-pent-4-enyloxy-piperdin-2-yl]-ethyl}-acetamide hydrochloride"",
  ""B"": ""Palladium on carbon"",
  ""C"": ""methanol"",
  ""D"": ""hydrogen"",
  ""E"": ""filtering agent""
 },
 ""Product"": {
  ""F"": ""N-(1S,2R)-{1-(3,5-Difluoro-benzyl)-2-hydroxy-2-[(5R,2R)-5-pent-4-enyloxy-piperdin-2-yl]-ethyl}-acetamide""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add and Mix)"": ""A+B+C+D->mixture1"",
  ""2 (Work-up, Purify)"": ""mixture1+E->mixture2"",
  ""3 (Work-up, Wash)"": ""mixture2+C->mixture3"",
  ""4 (Work-up, Evaporate)"": ""mixture3->F""
 }
}","{'A': 'CC(=O)N[C@@H](CC1=CC(=CC(=C1)F)F)[C@@H]([C@H]2CC[C@H](CN2)OCCCC=C)O.Cl', 'B': '[Pd]', 'C': 'CO', 'D': '[H]', 'E': '[filtering agent (NoSmi)]', 'F': '[N-(1S,2R)-{1-(3,5-Difluoro-benzyl)-2-hydroxy-2-[(5R,2R)-5-pent-4-enyloxy-piperdin-2-yl]-ethyl}-acetamide (NoSmi)]'}",['A.B.C.D>F'],"['CC(=O)N[C@@H](CC1=CC(=CC(=C1)F)F)[C@@H]([C@H]2CC[C@H](CN2)OCCCC=C)O.Cl.[Pd].CO.[H]>[N-(1S,2R)-{1-(3,5-Difluoro-benzyl)-2-hydroxy-2-[(5R,2R)-5-pent-4-enyloxy-piperdin-2-yl]-ethyl}-acetamide (NoSmi)]']"
11,['many_product (> 1)'],4-(Morpholin-4-ylcarbonyl)piperidine-4-carbonitrile hydrochloride,"To tert-Butyl 4-cyano-4-(morpholin-4-ylcarbonyl)piperidine-1-carboxylate (I-2) (11.95 g, 40 mmole) was added 4M HCl in dioxane (80 mL). The resulting reaction mixture was stirred for 1 h at room temperature. After this time, LCMS indicated that the reaction was complete. The reaction was concentrated to afford the title compound (I-3) as a white solid. This product was pure enough for next step reaction. Analytical LCMS: single peak (214 nm), 0.548 min.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""tert-Butyl 4-cyano-4-(morpholin-4-ylcarbonyl)piperidine-1-carboxylate"",
  ""B"": ""hydrochloric acid"",
  ""C"": ""dioxane""
 },
 ""Product"": {
  ""D"": ""4-(Morpholin-4-ylcarbonyl)piperidine-4-carbonitrile hydrochloride""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C->mixture1"",
  ""2 (Reaction, Heat)"": ""mixture1->mixture2"",
  ""3 (Work-up, Evaporate)"": ""mixture2->D""
 }
}","{'A': 'C(#N)C1(CCN(CC1)C(=O)OC(C)(C)C)C(=O)N1CCOCC1', 'B': 'Cl', 'C': 'O1CCOCC1', 'D': 'Cl.N1(CCOCC1)C(=O)C1(CCNCC1)C#N'}",['A.B.C>D'],['C(#N)C1(CCN(CC1)C(=O)OC(C)(C)C)C(=O)N1CCOCC1.Cl.O1CCOCC1>Cl.N1(CCOCC1)C(=O)C1(CCNCC1)C#N']
12,['many_product (> 1)'],Cefoxitin Sodium,"To cefoxitin acid (11 g) in 12% aqueous acetone (88 ml), 60% aqueous sodium lactate (4.7 g) solution was added at 30° C. and stirred for 10 minutes, excess acetone was added (275 ml) to precipitate the product. The solid was filtered and dried under vacuum to yield the title compound in pure form (10 g)","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""cefoxitin acid"",
  ""B"": ""acetone"",
  ""C"": ""sodium lactate"",
  ""D"": ""water""
 },
 ""Product"": {
  ""E"": ""Cefoxitin Sodium""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+D->mixture1"",
  ""2 (Reaction, Add and Mix)"": ""mixture1+C->mixture2"",
  ""3 (Work-up-involve, Heat)"": ""mixture2->mixture3"",
  ""4 (Work-up, Add)"": ""mixture3+B->mixture4"",
  ""5 (Work-up, Purify and Dry)"": ""mixture4->E""
 }
}","{'A': 'CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CSC=C3', 'B': 'CC(=O)C', 'C': 'C(C(O)C)(=O)[O-].[Na+]', 'D': 'O', 'E': '[Na+].CO[C@]1(NC(=O)Cc2sccc2)[C@H]3SCC(=C(N3C1=O)C([O-])=O)COC(N)=O'}",['A.B.D>C>E'],['CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CSC=C3.CC(=O)C.O>C(C(O)C)(=O)[O-].[Na+]>[Na+].CO[C@]1(NC(=O)Cc2sccc2)[C@H]3SCC(=C(N3C1=O)C([O-])=O)COC(N)=O']
13,['many_product (> 1)'],"(5,8-dimethyl-[1,2,4]triazolo[1,5-a]pyrazin-2-ylmethyl)-triphenyl-phosphonium chloride","A mixture of 2-(chloromethyl)-5,8-dimethyl-[1,2,4]triazolo[1,5-a]pyrazine (prepared as described in WO2009152825) (500 mg, 2.54 mmol, Eq: 1.00) and triphenylphosphine (667 mg, 2.54 mmol, Eq: 1.00) in acetonitrile (24.9 ml) was refluxed for 18 hours under argon atmosphere. The solvent was evaporated the light pink solid was triturated with ether, the solid was filtered off, washed with ether and dried in vacuo affording (5,8-dimethyl-[1,2,4]triazolo[1,5-a]pyrazin-2-ylmethyl)-triphenyl-phosphonium chloride (1.292 g, 72.5%) as a light pink solid. MS-Cl: m/e=423 (M+H+)","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""2-(chloromethyl)-5,8-dimethyl-[1,2,4]triazolo[1,5-a]pyrazine"",
  ""B"": ""triphenylphosphine"",
  ""C"": ""acetonitrile"",
  ""D"": ""ether""
 },
 ""Product"": {
  ""E"": ""(5,8-dimethyl-[1,2,4]triazolo[1,5-a]pyrazin-2-ylmethyl)-triphenyl-phosphonium chloride""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Heat)"": ""A+B+C->mixture1"",
  ""2 (Work-up, Evaporate)"": ""mixture1->mixture2"",
  ""3 (Work-up, Crystallize)"": ""mixture2+D->mixture3"",
  ""4 (Work-up, Wash)"": ""mixture3+D->mixture4"",
  ""5 (Work-up, Dry)"": ""mixture4->E""
 }
}","{'A': 'ClCC1=NN2C(C(=NC=C2C)C)=N1', 'B': 'C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1', 'C': 'C(C)#N', 'D': 'CCOCC', 'E': '[Cl-].CC1=CN=C(C=2N1N=C(N2)C[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C'}",['A.B.C>E'],['ClCC1=NN2C(C(=NC=C2C)C)=N1.C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.C(C)#N>[Cl-].CC1=CN=C(C=2N1N=C(N2)C[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C']
14,['many_product (> 1)'],4-[4-(pentafluoroethoxy)phenoxy]piperidine hydrochloride,"tert-butyl 4-[4-(pentafluoroethoxy)phenoxy]piperidine-1-carboxylate (3.8 g) was stirred in 4.0M HCl in 1,4-dioxane (50 mL) for 1 hour. The solvent was removed the resulting solid triturated with diethyl ether (50 mL), filtered and washed with diethyl ether (2×50 mL) to yield 4-[4-(pentafluoroethoxy)phenoxy]piperidine hydrochloride as a white solid (2.9 g) NMR Spectrum: (CDCl3) 2.1 (m, 2H), 2.3 (m, 2H), 3.3 (m, 4H), 4.6.(s, 1H), 6.9 (m, 2H), 7.2 (m, 2H), 9.8 (broad, 1H); Mass Spectrum: M−H− 312","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""tert-butyl 4-[4-(pentafluoroethoxy)phenoxy]piperidine-1-carboxylate"",
  ""B"": ""hydrochloric acid"",
  ""C"": ""1,4-dioxane"",
  ""D"": ""diethyl ether""
 },
 ""Product"": {
  ""E"": ""4-[4-(pentafluoroethoxy)phenoxy]piperidine hydrochloride""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C->mixture1"",
  ""2 (Work-up-involve, Remove)"": ""mixture1->mixture2"",
  ""3 (Work-up, Purify and Wash)"": ""mixture2+D->E""
 }
}","{'A': 'FC(C(F)(F)F)(OC1=CC=C(OC2CCN(CC2)C(=O)OC(C)(C)C)C=C1)F', 'B': 'Cl', 'C': 'O1CCOCC1', 'D': 'C(C)OCC', 'E': 'Cl.FC(C(F)(F)F)(OC1=CC=C(OC2CCNCC2)C=C1)F'}",['A.B.C>E'],['FC(C(F)(F)F)(OC1=CC=C(OC2CCN(CC2)C(=O)OC(C)(C)C)C=C1)F.Cl.O1CCOCC1>Cl.FC(C(F)(F)F)(OC1=CC=C(OC2CCNCC2)C=C1)F']
15,['many_product (> 1)'],"5-[5-(3-methoxybenzyl)-1,3,4-oxadiazol-2-ylamino]-1H-indazole hydrochloride","250 mg of tert-butyl 5-[5-(3-methoxybenzyl)-1,3,4-oxadiazol-2-ylamino]-indazole-1-carboxylate are stirred in 10 ml of 4N HCl in dioxane in a screw-lid vial until the starting material has completely reacted. The reaction solution is evaporated, and the residue is stirred with ethyl acetate and filtered off with suction, giving 200 mg of 5-[5-(3-methoxybenzyl)-1,3,4-oxadiazol-2-ylamino]-1H-indazole hydrochloride (94%); MS-FAB (M+H+)=322.34; Rf (polar method): 1.687 min.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""tert-butyl 5-[5-(3-methoxybenzyl)-1,3,4-oxadiazol-2-ylamino]-indazole-1-carboxylate"",
  ""B"": ""hydrochloric acid"",
  ""C"": ""dioxane"",
  ""D"": ""ethyl acetate""
 },
 ""Product"": {
  ""E"": ""5-[5-(3-methoxybenzyl)-1,3,4-oxadiazol-2-ylamino]-1H-indazole hydrochloride""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C->mixture1"",
  ""2 (Work-up-involve, Evaporate)"": ""mixture1->mixture2"",
  ""3 (Work-up, Dissolve and Separate)"": ""mixture2+D->mixture3"",
  ""4 (Work-up, Purify)"": ""mixture3->E""
 }
}","{'A': 'COC=1C=C(CC2=NN=C(O2)NC=2C=C3C=NN(C3=CC2)C(=O)OC(C)(C)C)C=CC1', 'B': 'Cl', 'C': 'O1CCOCC1', 'D': 'C(C)(=O)OCC', 'E': 'Cl.COC=1C=C(CC2=NN=C(O2)NC=2C=C3C=NNC3=CC2)C=CC1'}",['A.B.C>E'],['COC=1C=C(CC2=NN=C(O2)NC=2C=C3C=NN(C3=CC2)C(=O)OC(C)(C)C)C=CC1.Cl.O1CCOCC1>Cl.COC=1C=C(CC2=NN=C(O2)NC=2C=C3C=NNC3=CC2)C=CC1']
16,['many_product (> 1)'],4-(2-cyano-1-benzofuran-5-yl)piperazin-1-ium chloride,"The above piperazine (85.3 mg, 0.261 mmol) was dissolved in 5 mL of DCM and 5 mL of EtOAc, and cooled to 0° C. Hydrogen chloride gas was bubbled through the mixture for 30 seconds. The reaction stirred for 30 minutes, warming to ambient temperature. The slurry was concentrated to afford 4-(2-cyano-1-benzofuran-5-yl)piperazin-1-ium chloride.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""4-(2-cyano-1-benzofuran-5-yl)piperazine"",
  ""B"": ""dichloromethane"",
  ""C"": ""ethyl acetate"",
  ""D"": ""hydrogen chloride""
 },
 ""Product"": {
  ""E"": ""4-(2-cyano-1-benzofuran-5-yl)piperazin-1-ium chloride""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C->mixture1"",
  ""2 (Reaction, Add)"": ""mixture1+D->E""
 }
}","{'A': 'C(#N)C=1OC2=C(C1)C=C(C=C2)N2CCNCC2', 'B': 'ClCCl', 'C': 'C(C)(=O)OCC', 'D': 'Cl', 'E': '[Cl-].C(#N)C=1OC2=C(C1)C=C(C=C2)N2CC[NH2+]CC2'}",['A.B.C>D>E'],['C(#N)C=1OC2=C(C1)C=C(C=C2)N2CCNCC2.ClCCl.C(C)(=O)OCC>Cl>[Cl-].C(#N)C=1OC2=C(C1)C=C(C=C2)N2CC[NH2+]CC2']
17,['many_product (> 1)'],"(8aS)-7-(3-fluorobenzyl)hexahydropyrrolo[1,2-a]pyrazin-6(2H)-one hydrochloride","To a solution of the product from Example 213A (72 mg, 0.207 mmol) in 1,4-dioxane (1 mL) was added a 4 M solution of hydrogen chloride in 1,4-dioxane (1 mL, 4.0 mmol). The resulting mixture was stirred at room temperature for 90 minutes and concentrated and dried in vacuo to give the title compound (59 mg, quantitative).","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""(8aS)-7-(3-fluorobenzyl)hexahydropyrrolo[1,2-a]pyrazin-6(2H)-one"",
  ""B"": ""hydrogen chloride"",
  ""C"": ""1,4-dioxane""
 },
 ""Product"": {
  ""D"": ""(8aS)-7-(3-fluorobenzyl)hexahydropyrrolo[1,2-a]pyrazin-6(2H)-one hydrochloride""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+C+B->mixture1"",
  ""2 (Work-up, Concentrate and Evaporate)"": ""mixture1->D""
 }
}","{'A': 'FC=1C=C(CC2C[C@@H]3N(CCNC3)C2=O)C=CC1', 'B': 'Cl', 'C': 'O1CCOCC1', 'D': 'Cl.FC=1C=C(CC2C[C@@H]3N(CCNC3)C2=O)C=CC1'}",['A.B.C>D'],['FC=1C=C(CC2C[C@@H]3N(CCNC3)C2=O)C=CC1.Cl.O1CCOCC1>Cl.FC=1C=C(CC2C[C@@H]3N(CCNC3)C2=O)C=CC1']
18,['many_product (> 1)'],(Phenyl)[2-(trimethylsilyl)phenyl]iodonium Triflate,"Iodobenzene diacetate (9.66 g, 30 mmol) was dissolved in CH2Cl2 (60 mL) with stirring and the solution chilled to 0° C. Triflic acid (5.1 mL, 58 mmol) was added dropwise to the solution and the reaction mixture was stirred for 2 h. A solution of 1,2-bis(trimethylsilyl)benzene (6.67 g, 30 mmol) in CH2Cl2 (10 mL) was added at 0° C. and the reaction was allowed to stir at room temperature for 2 h. Concentration of the reaction mixture gave crystals which were triturated in ether and collected by filtration to yield white crystals (9.82 g, 65.14%). 1H NMR (400 MHz, CDCl3) δ 8.11-7.47 (m, 9H, ArH), 0.42 (s, 9H, CH3); 13C NMR (400 MHz, CDCl3): δ 139.0, 138.4, 133.3, 133.2, 132.4, 132.3, 132.1, 109.6, 0.1.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""iodobenzene diacetate"",
  ""B"": ""CH2Cl2"",
  ""C"": ""triflic acid"",
  ""D"": ""1,2-bis(trimethylsilyl)benzene"",
  ""E"": ""ether""
 },
 ""Product"": {
  ""F"": ""(Phenyl)[2-(trimethylsilyl)phenyl]iodonium Triflate""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B->mixture1"",
  ""2 (Reaction, Add)"": ""mixture1+C->mixture2"",
  ""3 (Reaction, Add and Mix)"": ""mixture2+D+B->mixture3"",
  ""4 (Work-up, Concentrate and Crystallize)"": ""mixture3->mixture4"",
  ""5 (Work-up, Precipitate and Separate)"": ""mixture4+E->F""
 }
}","{'A': 'C(C)(=O)O.C(C)(=O)O.IC1=CC=CC=C1', 'B': 'C(Cl)Cl', 'C': 'OS(=O)(=O)C(F)(F)F', 'D': 'C[Si](C1=C(C=CC=C1)[Si](C)(C)C)(C)C', 'E': 'CCOCC', 'F': '[O-]S(=O)(=O)C(F)(F)F.C1(=CC=CC=C1)[I+]C1=C(C=CC=C1)[Si](C)(C)C'}",['A.B>C>B.D>F'],['C(C)(=O)O.C(C)(=O)O.IC1=CC=CC=C1.C(Cl)Cl>OS(=O)(=O)C(F)(F)F>C(Cl)Cl.C[Si](C1=C(C=CC=C1)[Si](C)(C)C)(C)C>[O-]S(=O)(=O)C(F)(F)F.C1(=CC=CC=C1)[I+]C1=C(C=CC=C1)[Si](C)(C)C']
19,['many_product (> 1)'],4-{3-[4-(3-{4-[amino(imino)methyl]phenoxy}propyl)-1-piperidinyl]propoxy}benzamidine hydrochloride,"To an ethanol (10 mL) suspension of 0.50 g of 4-{3-[4-(3-{4-[amino(imino)methyl]phenoxy}propyl)-1-piperidinyl]propoxy}benzamidine was added 1.77 mL of a 2.6 mol/mL hydrogen chloride/ethanol solution at room temperature, which was then stirred at room temperature for 4 hours and 15 minutes. The precipitate was collected by filtration to provide 0.49 g of 4-{3-[4-(3-{4-[amino(imino)methyl]phenoxy}propyl)-1-piperidinyl]propoxy}benzamidine hydrochloride as colorless solid form.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""4-{3-[4-(3-{4-[amino(imino)methyl]phenoxy}propyl)-1-piperidinyl]propoxy}benzamidine"",
  ""B"": ""ethanol"",
  ""C"": ""hydrogen chloride""
 },
 ""Product"": {
  ""D"": ""4-{3-[4-(3-{4-[amino(imino)methyl]phenoxy}propyl)-1-piperidinyl]propoxy}benzamidine hydrochloride""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C->mixture1"",
  ""2 (Reaction, Mix)"": ""mixture1->mixture1"",
  ""3 (Work-up, Purify)"": ""mixture1->D""
 }
}","{'A': 'NC(C1=CC=C(OCCCC2CCN(CC2)CCCOC2=CC=C(C(=N)N)C=C2)C=C1)=N', 'B': 'C(C)O', 'C': 'Cl', 'D': 'Cl.NC(C1=CC=C(OCCCC2CCN(CC2)CCCOC2=CC=C(C(=N)N)C=C2)C=C1)=N'}",,['Error: empty rxn_codes']
20,['many_product (> 1)'],"8-(cyclohexylmethoxy)-2-methyl-N-[(3S)-1-methylpyrrolidin-3-yl]imidazo[1,2-a]pyridine-3-carboxamide hydrochloride","To 245 mg of 8-(cyclohexylmethoxy)-2-methyl-N-[(3S)-1-methylpyrrolidin-3-yl]imidazo[1,2-a]pyridine-3-carboxamide were added 12 ml of ethyl acetate and 364 μl of a 4 M hydrogen chloride/ethyl acetate solution, followed by stirring. The resulting solid was collected by filtration and dried to obtain 258 mg of 8-(cyclohexylmethoxy)-2-methyl-N-[(3S)-1-methylpyrrolidin-3-yl]imidazo[1,2-a]pyridine-3-carboxamide hydrochloride.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""8-(cyclohexylmethoxy)-2-methyl-N-[(3S)-1-methylpyrrolidin-3-yl]imidazo[1,2-a]pyridine-3-carboxamide"",
  ""B"": ""ethyl acetate"",
  ""C"": ""hydrogen chloride""
 },
 ""Product"": {
  ""D"": ""8-(cyclohexylmethoxy)-2-methyl-N-[(3S)-1-methylpyrrolidin-3-yl]imidazo[1,2-a]pyridine-3-carboxamide hydrochloride""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C->mixture1"",
  ""2 (Work-up, Purify)"": ""mixture1->D""
 }
}","{'A': 'C1(CCCCC1)COC=1C=2N(C=CC1)C(=C(N2)C)C(=O)N[C@@H]2CN(CC2)C', 'B': 'C(C)(=O)OCC', 'C': 'Cl', 'D': 'Cl.C1(CCCCC1)COC=1C=2N(C=CC1)C(=C(N2)C)C(=O)N[C@@H]2CN(CC2)C'}",['A.B.C>D'],['C1(CCCCC1)COC=1C=2N(C=CC1)C(=C(N2)C)C(=O)N[C@@H]2CN(CC2)C.C(C)(=O)OCC.Cl>Cl.C1(CCCCC1)COC=1C=2N(C=CC1)C(=C(N2)C)C(=O)N[C@@H]2CN(CC2)C']
21,['many_product (> 1)'],1-(3-(tert-butyl)-1-(p-tolyl)-1H-pyrazol-5-yl)-3-(4-((2-((6-ethylpyrazin-2-yl)amino)pyridin-4-yl)methoxy)naphthalen-1-yl)urea maleate,"2-Butanone (750 mL) was added to 1-(3-(tert-butyl)-1-(p-tolyl)-1H-pyrazol-5-yl)-3-(4-((2-((6-ethylpyrazin-2-yl)amino)pyridin-4-yl)methoxy)naphthalen-1-yl)urea (7.50 g) and the mixture was stirred. The mixture was warmed to 60° C. over 20 min. A solution of maleic acid (1.39 g) in 2-butanone (12 mL) was added to the mixture over 5 min. Spontaneous crystallisation occurred after approximately half of the maleic acid solution was added. The mixture was stirred for 30 min at 60° C. then cooled to 5° C. over 6 h with an exponential ramp (exponent=2.3) then stirred for 30 min at 5° C. then heated to 65° C. over 30 min then stirred for 30 min at 65° C. then cooled to 5° C. over 6 h with an exponential ramp (exponent=2.3) then stirred for 30 min at 5° C. then heated to 65° C. over 30 min then stirred for 30 min at 65° C. then cooled to 5° C. over 6 h with an exponential ramp (exponent=2.3). The product was filtered and washed twice with 2-butanone (50 mL), subsequently dried at 45° C. in vacuo to give 1-(3-(tert-butyl)-1-(p-tolyl)-1H-pyrazol-5-yl)-3-(4-((2-((6-ethylpyrazin-2-yl)amino)pyridin-4-yl)methoxy)naphthalen-1-yl)urea maleate (Form 2) (7.0 g).","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""1-(3-(tert-butyl)-1-(p-tolyl)-1H-pyrazol-5-yl)-3-(4-((2-((6-ethylpyrazin-2-yl)amino)pyridin-4-yl)methoxy)naphthalen-1-yl)urea"",
  ""B"": ""2-Butanone"",
  ""C"": ""maleic acid""
 },
 ""Product"": {
  ""D"": ""1-(3-(tert-butyl)-1-(p-tolyl)-1H-pyrazol-5-yl)-3-(4-((2-((6-ethylpyrazin-2-yl)amino)pyridin-4-yl)methoxy)naphthalen-1-yl)urea maleate""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B->mixture1"",
  ""2 (Reaction, Heat)"": ""mixture1->mixture2"",
  ""3 (Reaction, Add)"": ""mixture2+C+B->mixture3"",
  ""4 (Work-up-involve, Crystallize)"": ""mixture3->mixture4"",
  ""5 (Reaction, Heat)"": ""mixture4->mixture5"",
  ""6 (Work-up-involve, Cool)"": ""mixture5->mixture6"",
  ""7 (Work-up-involve, Wash)"": ""mixture6+B->mixture7"",
  ""8 (Work-up, Dry)"": ""mixture7->D""
 }
}","{'A': 'C(C)(C)(C)C1=NN(C(=C1)NC(=O)NC1=CC=C(C2=CC=CC=C12)OCC1=CC(=NC=C1)NC1=NC(=CN=C1)CC)C1=CC=C(C=C1)C', 'B': 'CC(CC)=O', 'C': 'C(\\C=C/C(=O)O)(=O)O', 'D': 'C(\\C=C/C(=O)O)(=O)O.C(C)(C)(C)C1=NN(C(=C1)NC(=O)NC1=CC=C(C2=CC=CC=C12)OCC1=CC(=NC=C1)NC1=NC(=CN=C1)CC)C1=CC=C(C=C1)C'}",['A.B>B.C>B>D'],['C(C)(C)(C)C1=NN(C(=C1)NC(=O)NC1=CC=C(C2=CC=CC=C12)OCC1=CC(=NC=C1)NC1=NC(=CN=C1)CC)C1=CC=C(C=C1)C.CC(CC)=O>CC(CC)=O.C(\\C=C/C(=O)O)(=O)O>CC(CC)=O>C(\\C=C/C(=O)O)(=O)O.C(C)(C)(C)C1=NN(C(=C1)NC(=O)NC1=CC=C(C2=CC=CC=C12)OCC1=CC(=NC=C1)NC1=NC(=CN=C1)CC)C1=CC=C(C=C1)C']
22,['many_product (> 1)'],"1-methyl-1,2,5,6-tetrahydropyridine-3-carboxylic acid hydrochloride","1-methyl-1,2,5,6-tetrahydropyridine-3-carboxylate hydrobromide (I-47a, 235 mg, 1.0 mmol) was diluted with concentrated HCl (2.0 mL), and the mixture was heated at 50° C. overnight. The reaction mixture was concentrated in vacuo to afford the title compound (Intermediate 47). MS calculated for C7H12NO2 (M+H+) 142.08. found: 142.1. The crude was used in the next step without further purification.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""1-methyl-1,2,5,6-tetrahydropyridine-3-carboxylate hydrobromide"",
  ""B"": ""hydrochloric acid""
 },
 ""Product"": {
  ""C"": ""1-methyl-1,2,5,6-tetrahydropyridine-3-carboxylic acid hydrochloride""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B->mixture1"",
  ""2 (Reaction, Heat)"": ""mixture1->mixture2"",
  ""3 (Work-up, Evaporate)"": ""mixture2->C""
 }
}","{'A': 'Br.CN1CC(=CCC1)C(=O)O', 'B': 'Cl', 'C': 'Cl.CN1CC(=CCC1)C(=O)O'}",['A.B>C'],['Br.CN1CC(=CCC1)C(=O)O.Cl>Cl.CN1CC(=CCC1)C(=O)O']
